type;ID_TF;ID_from;ID_to;ID_o;date_start;date_end;valid;proba
pinstConf;Q17158-Q1129595-P54-2001-01-01-2013-01-01-0.36076;Q17158;Q1129595;P54;2001-01-01;2013-01-01;true;0.36076
pinstConf;Q17158-Q1129595-P54-1995-01-01-1995-01-01-0.14242001;Q17158;Q1129595;P54;1995-01-01;1995-01-01;true;0.14242001
pinstConf;Q17158-Q1129595-P54-2000-01-01-2000-01-01-0.1407;Q17158;Q1129595;P54;2000-01-01;2000-01-01;true;0.1407
pinstConf;Q17158-Q2637337-P54-1999-01-01-2014-01-01-0.23533002;Q17158;Q2637337;P54;1999-01-01;2014-01-01;true;0.23533002
pinstConf;Q17158-Q2637337-P54-1996-01-01-1997-01-01-0.25913;Q17158;Q2637337;P54;1996-01-01;1997-01-01;true;0.25913
pinstConf;Q17158-Q2637337-P54-1997-01-01-2000-01-01-0.28042;Q17158;Q2637337;P54;1997-01-01;2000-01-01;true;0.28042
pinstConf;Q17158-Q2637337-P54-2001-01-01-2013-01-01-0.37357;Q17158;Q2637337;P54;2001-01-01;2013-01-01;true;0.37357
pinstConf;Q17158-Q2637337-P54-1995-01-01-1995-01-01-0.16822;Q17158;Q2637337;P54;1995-01-01;1995-01-01;true;0.16822
pinstConf;Q17158-Q2637337-P54-2000-01-01-2000-01-01-0.14565;Q17158;Q2637337;P54;2000-01-01;2000-01-01;true;0.14565
pinstConf;Q17158-Q2637337-P54-2000-01-01-2000-01-01-0.20685;Q17158;Q2637337;P54;2000-01-01;2000-01-01;true;0.20685
pinstConf;Q17158-Q42267-P54-1999-01-01-2014-01-01-0.32479998;Q17158;Q42267;P54;1999-01-01;2014-01-01;true;0.32479998
pinstConf;Q17158-Q42267-P54-1996-01-01-1997-01-01-0.35004002;Q17158;Q42267;P54;1996-01-01;1997-01-01;true;0.35004002
pinstConf;Q17158-Q42267-P54-1997-01-01-2000-01-01-0.17113;Q17158;Q42267;P54;1997-01-01;2000-01-01;true;0.17113
pinstConf;Q17158-Q42267-P54-2001-01-01-2013-01-01-0.25699002;Q17158;Q42267;P54;2001-01-01;2013-01-01;true;0.25699002
pinstConf;Q17158-Q42267-P54-1995-01-01-1995-01-01-0.14096001;Q17158;Q42267;P54;1995-01-01;1995-01-01;true;0.14096001
pinstConf;Q17158-Q42267-P54-2000-01-01-2000-01-01-0.30809;Q17158;Q42267;P54;2000-01-01;2000-01-01;true;0.30809
pinstConf;Q17158-Q42267-P54-2000-01-01-2000-01-01-0.32818002;Q17158;Q42267;P54;2000-01-01;2000-01-01;true;0.32818002
pinstConf;Q17158-Q42267-P54-2000-01-01-2013-01-01-0.18044999;Q17158;Q42267;P54;2000-01-01;2013-01-01;true;0.18044999
pinstConf;Q17158-19780413-P569-1978-04-01-1978-04-01-0.18834;Q17158;19780413;P569;1978-04-01;1978-04-01;true;0.18834
pinstConf;Q17177-19570406-P569-1957-04-01-1957-04-01-0.16657;Q17177;19570406;P569;1957-04-01;1957-04-01;true;0.16657
pinstConf;Q17229-19880513-P569-1988-05-01-1988-05-01-0.20918;Q17229;19880513;P569;1988-05-01;1988-05-01;true;0.20918
pinstConf;Q17455-19031228-P569-1903-12-01-1903-12-01-0.29257;Q17455;19031228;P569;1903-12-01;1903-12-01;true;0.29257
pinstConf;Q17455-19570208-P570-1957-02-01-1957-02-01-0.34323;Q17455;19570208;P570;1957-02-01;1957-02-01;true;0.34323
pinstConf;Q17490-Q7156-P54-2013-01-01-2014-01-01-0.38867;Q17490;Q7156;P54;2013-01-01;2014-01-01;true;0.38867
pinstConf;Q17490-Q10467-P54-2013-01-01-2014-01-01-0.50294;Q17490;Q10467;P54;2013-01-01;2014-01-01;true;0.50294
pinstConf;Q17490-Q10467-P54-2012-01-01-2016-01-01-0.47128;Q17490;Q10467;P54;2012-01-01;2016-01-01;true;0.47128
pinstConf;Q17490-Q10308-P54-2013-01-01-2014-01-01-0.17401001;Q17490;Q10308;P54;2013-01-01;2014-01-01;true;0.17401001
pinstConf;Q17490-Q10308-P54-2012-01-01-2016-01-01-0.24533;Q17490;Q10308;P54;2012-01-01;2016-01-01;true;0.24533
pinstConf;Q17490-Q10308-P54-2016-01-01-2016-01-01-0.16258;Q17490;Q10308;P54;2016-01-01;2016-01-01;true;0.16258
pinstConf;Q17490-Q3590615-P54-2013-01-01-2014-01-01-0.2401;Q17490;Q3590615;P54;2013-01-01;2014-01-01;true;0.2401
pinstConf;Q17490-Q3590615-P54-2012-01-01-2016-01-01-0.1983;Q17490;Q3590615;P54;2012-01-01;2016-01-01;true;0.1983
pinstConf;Q17490-Q3590615-P54-2016-01-01-2012-01-01-0.25913;Q17490;Q3590615;P54;2016-01-01;2012-01-01;true;0.25913
pinstConf;Q17490-Q3590615-P54-2012-01-01-2012-01-01-0.20154;Q17490;Q3590615;P54;2012-01-01;2012-01-01;true;0.20154
pinstConf;Q17490-19950420-P569-1995-04-01-1995-04-01-0.18755999;Q17490;19950420;P569;1995-04-01;1995-04-01;true;0.18755999
pinstConf;Q17500-Q42267-P54-2000-01-01-2014-01-01-0.15416;Q17500;Q42267;P54;2000-01-01;2014-01-01;true;0.15416
pinstConf;Q17500-Q17228-P54-2000-01-01-2014-01-01-0.19849;Q17500;Q17228;P54;2000-01-01;2014-01-01;true;0.19849
pinstConf;Q17500-Q17228-P54-1998-01-01-2014-01-01-0.4322;Q17500;Q17228;P54;1998-01-01;2014-01-01;true;0.4322
pinstConf;Q17500-Q10467-P54-2000-01-01-2014-01-01-0.19054;Q17500;Q10467;P54;2000-01-01;2014-01-01;true;0.19054
pinstConf;Q17500-Q10467-P54-1998-01-01-2014-01-01-0.32342;Q17500;Q10467;P54;1998-01-01;2014-01-01;true;0.32342
pinstConf;Q17500-Q10467-P54-1997-01-01-2000-01-01-0.23533002;Q17500;Q10467;P54;1997-01-01;2000-01-01;true;0.23533002
pinstConf;Q17500-Q2637337-P54-2000-01-01-2014-01-01-0.20038;Q17500;Q2637337;P54;2000-01-01;2014-01-01;true;0.20038
pinstConf;Q17500-Q2637337-P54-1998-01-01-2014-01-01-0.20635;Q17500;Q2637337;P54;1998-01-01;2014-01-01;true;0.20635
pinstConf;Q17500-Q2637337-P54-1997-01-01-2000-01-01-0.19477001;Q17500;Q2637337;P54;1997-01-01;2000-01-01;true;0.19477001
pinstConf;Q17500-Q2637337-P54-2000-01-01-2000-01-01-0.21312001;Q17500;Q2637337;P54;2000-01-01;2000-01-01;true;0.21312001
pinstConf;Q17500-Q1129595-P54-2000-01-01-2014-01-01-0.36885;Q17500;Q1129595;P54;2000-01-01;2014-01-01;true;0.36885
pinstConf;Q17500-Q1129595-P54-1998-01-01-2014-01-01-0.51269;Q17500;Q1129595;P54;1998-01-01;2014-01-01;true;0.51269
pinstConf;Q17500-Q1129595-P54-1997-01-01-2000-01-01-0.33317;Q17500;Q1129595;P54;1997-01-01;2000-01-01;true;0.33317
pinstConf;Q17500-Q1129595-P54-2000-01-01-2000-01-01-0.26353;Q17500;Q1129595;P54;2000-01-01;2000-01-01;true;0.26353
pinstConf;Q17500-Q1129595-P54-1998-01-01-2001-01-01-0.18825;Q17500;Q1129595;P54;1998-01-01;2001-01-01;true;0.18825
pinstConf;Q17500-Q2356290-P54-2000-01-01-2014-01-01-0.33777002;Q17500;Q2356290;P54;2000-01-01;2014-01-01;true;0.33777002
pinstConf;Q17500-Q2356290-P54-1998-01-01-2014-01-01-0.44538003;Q17500;Q2356290;P54;1998-01-01;2014-01-01;true;0.44538003
pinstConf;Q17500-Q2356290-P54-1997-01-01-2000-01-01-0.27857;Q17500;Q2356290;P54;1997-01-01;2000-01-01;true;0.27857
pinstConf;Q17500-Q2356290-P54-2000-01-01-2000-01-01-0.50933;Q17500;Q2356290;P54;2000-01-01;2000-01-01;true;0.50933
pinstConf;Q17500-Q2356290-P54-1998-01-01-2001-01-01-0.20959;Q17500;Q2356290;P54;1998-01-01;2001-01-01;true;0.20959
pinstConf;Q17500-Q2356290-P54-1999-01-01-1999-01-01-0.14895001;Q17500;Q2356290;P54;1999-01-01;1999-01-01;true;0.14895001
pinstConf;Q17500-Q3589784-P54-2000-01-01-2014-01-01-0.16397001;Q17500;Q3589784;P54;2000-01-01;2014-01-01;true;0.16397001
pinstConf;Q17500-Q3589784-P54-1998-01-01-2014-01-01-0.15068999;Q17500;Q3589784;P54;1998-01-01;2014-01-01;true;0.15068999
pinstConf;Q17500-Q3589784-P54-1997-01-01-2000-01-01-0.20416;Q17500;Q3589784;P54;1997-01-01;2000-01-01;true;0.20416
pinstConf;Q17500-Q3589784-P54-2000-01-01-2000-01-01-0.16657;Q17500;Q3589784;P54;2000-01-01;2000-01-01;true;0.16657
pinstConf;Q17500-Q3589784-P54-1998-01-01-2001-01-01-0.15977;Q17500;Q3589784;P54;1998-01-01;2001-01-01;true;0.15977
pinstConf;Q17500-Q3589784-P54-1999-01-01-1999-01-01-0.18904;Q17500;Q3589784;P54;1999-01-01;1999-01-01;true;0.18904
pinstConf;Q17500-Q3589784-P54-1997-01-01-1998-01-01-0.15423;Q17500;Q3589784;P54;1997-01-01;1998-01-01;true;0.15423
pinstConf;Q17500-Q2310295-P54-2000-01-01-2014-01-01-0.22084;Q17500;Q2310295;P54;2000-01-01;2014-01-01;true;0.22084
pinstConf;Q17500-Q2310295-P54-1998-01-01-2014-01-01-0.14822;Q17500;Q2310295;P54;1998-01-01;2014-01-01;true;0.14822
pinstConf;Q17500-Q2310295-P54-1997-01-01-2000-01-01-0.70122;Q17500;Q2310295;P54;1997-01-01;2000-01-01;true;0.70122
pinstConf;Q17500-Q2310295-P54-2000-01-01-2000-01-01-0.27622002;Q17500;Q2310295;P54;2000-01-01;2000-01-01;true;0.27622002
pinstConf;Q17500-Q2310295-P54-1998-01-01-2001-01-01-0.27183002;Q17500;Q2310295;P54;1998-01-01;2001-01-01;true;0.27183002
pinstConf;Q17500-Q2310295-P54-1999-01-01-1999-01-01-0.16049;Q17500;Q2310295;P54;1999-01-01;1999-01-01;true;0.16049
pinstConf;Q17500-Q2310295-P54-1997-01-01-1998-01-01-0.25254;Q17500;Q2310295;P54;1997-01-01;1998-01-01;true;0.25254
pinstConf;Q17500-Q2310295-P54-1997-01-01-1997-01-01-0.18808;Q17500;Q2310295;P54;1997-01-01;1997-01-01;true;0.18808
pinstConf;Q17500-Q7156-P54-2000-01-01-2014-01-01-0.21134;Q17500;Q7156;P54;2000-01-01;2014-01-01;true;0.21134
pinstConf;Q17500-Q7156-P54-1998-01-01-2014-01-01-0.32507;Q17500;Q7156;P54;1998-01-01;2014-01-01;true;0.32507
pinstConf;Q17500-Q7156-P54-1997-01-01-2000-01-01-0.17647001;Q17500;Q7156;P54;1997-01-01;2000-01-01;true;0.17647001
pinstConf;Q17500-Q7156-P54-2000-01-01-2000-01-01-0.43857998;Q17500;Q7156;P54;2000-01-01;2000-01-01;true;0.43857998
pinstConf;Q17500-Q7156-P54-1998-01-01-2001-01-01-0.14268;Q17500;Q7156;P54;1998-01-01;2001-01-01;true;0.14268
pinstConf;Q17500-Q7156-P54-1999-01-01-1999-01-01-0.28439;Q17500;Q7156;P54;1999-01-01;1999-01-01;true;0.28439
pinstConf;Q17500-Q7156-P54-1997-01-01-1998-01-01-0.28496;Q17500;Q7156;P54;1997-01-01;1998-01-01;true;0.28496
pinstConf;Q17500-Q7156-P54-1997-01-01-1997-01-01-0.18178001;Q17500;Q7156;P54;1997-01-01;1997-01-01;true;0.18178001
pinstConf;Q17500-Q7156-P54-1998-01-01-2015-01-01-0.17144;Q17500;Q7156;P54;1998-01-01;2015-01-01;true;0.17144
pinstConf;Q17500-Q283545-P54-2000-01-01-2014-01-01-0.14677;Q17500;Q283545;P54;2000-01-01;2014-01-01;true;0.14677
pinstConf;Q17500-Q283545-P54-1998-01-01-2014-01-01-0.23445001;Q17500;Q283545;P54;1998-01-01;2014-01-01;true;0.23445001
pinstConf;Q17500-Q283545-P54-1997-01-01-2000-01-01-0.13875;Q17500;Q283545;P54;1997-01-01;2000-01-01;true;0.13875
pinstConf;Q17500-Q283545-P54-2000-01-01-2000-01-01-0.16567001;Q17500;Q283545;P54;2000-01-01;2000-01-01;true;0.16567001
pinstConf;Q17500-Q283545-P54-1998-01-01-2001-01-01-0.1602;Q17500;Q283545;P54;1998-01-01;2001-01-01;true;0.1602
pinstConf;Q17500-Q283545-P54-1999-01-01-1999-01-01-0.17472;Q17500;Q283545;P54;1999-01-01;1999-01-01;true;0.17472
pinstConf;Q17500-Q283545-P54-1997-01-01-1998-01-01-0.18153;Q17500;Q283545;P54;1997-01-01;1998-01-01;true;0.18153
pinstConf;Q17500-Q283545-P54-1997-01-01-1997-01-01-0.24302001;Q17500;Q283545;P54;1997-01-01;1997-01-01;true;0.24302001
pinstConf;Q17500-Q283545-P54-1998-01-01-2015-01-01-0.30139;Q17500;Q283545;P54;1998-01-01;2015-01-01;true;0.30139
pinstConf;Q17500-Q283545-P54-2015-01-01-2015-01-01-0.22611001;Q17500;Q283545;P54;2015-01-01;2015-01-01;true;0.22611001
pinstConf;Q17500-19800125-P569-1980-01-01-1980-01-01-0.41982;Q17500;19800125;P569;1980-01-01;1980-01-01;true;0.41982
pinstConf;Q17520-19210212-P569-1921-02-01-1921-02-01-0.36392;Q17520;19210212;P569;1921-02-01;1921-02-01;true;0.36392
pinstConf;Q17520-20060420-P570-2006-04-01-2006-04-01-0.19727;Q17520;20060420;P570;2006-04-01;2006-04-01;true;0.19727
pinstConf;Q17525-18050419-P569-1805-04-01-1805-04-01-0.57413995;Q17525;18050419;P569;1805-04-01;1805-04-01;true;0.57413995
pinstConf;Q17525-18830623-P570-1883-06-01-1883-06-01-0.30929;Q17525;18830623;P570;1883-06-01;1883-06-01;true;0.30929
pinstConf;Q17590-02580810-P570-0258-08-01-0258-08-01-0.23608999;Q17590;02580810;P570;0258-08-01;0258-08-01;true;0.23608999
pinstConf;Q17590-02250101-P569-0225-01-01-0225-01-01-0.17113;Q17590;02250101;P569;0225-01-01;0225-01-01;true;0.17113
pinstConf;Q17693-19630101-P569-1963-01-01-1963-01-01-0.14268;Q17693;19630101;P569;1963-01-01;1963-01-01;true;0.14268
pinstConf;Q17893-17731215-P570-1773-12-01-1773-12-01-0.29896;Q17893;17731215;P570;1773-12-01;1773-12-01;true;0.29896
pinstConf;Q17893-16940101-P569-1694-01-01-1694-01-01-0.20938;Q17893;16940101;P569;1694-01-01;1694-01-01;true;0.20938
pinstConf;Q17919-18820725-P569-1882-07-01-1882-07-01-0.36718;Q17919;18820725;P569;1882-07-01;1882-07-01;true;0.36718
pinstConf;Q17919-19490522-P570-1949-05-01-1949-05-01-0.21124001;Q17919;19490522;P570;1949-05-01;1949-05-01;true;0.21124001
pinstConf;Q17959-18020626-P569-1802-06-01-1802-06-01-0.25518999;Q17959;18020626;P569;1802-06-01;1802-06-01;true;0.25518999
pinstConf;Q17959-18830707-P570-1883-07-01-1883-07-01-0.23445001;Q17959;18830707;P570;1883-07-01;1883-07-01;true;0.23445001
pinstConf;Q18163-19040407-P569-1904-04-01-1904-04-01-0.15527001;Q18163;19040407;P569;1904-04-01;1904-04-01;true;0.15527001
pinstConf;Q18163-19801002-P570-1980-10-01-1980-10-01-0.1752;Q18163;19801002;P570;1980-10-01;1980-10-01;true;0.1752
pinstConf;Q18396-19210101-P569-1921-01-01-1921-01-01-0.27658;Q18396;19210101;P569;1921-01-01;1921-01-01;true;0.27658
pinstConf;Q18396-19990101-P570-1999-01-01-1999-01-01-0.19241;Q18396;19990101;P570;1999-01-01;1999-01-01;true;0.19241
pinstConf;Q18417-18760305-P569-1876-03-01-1876-03-01-0.18506;Q18417;18760305;P569;1876-03-01;1876-03-01;true;0.18506
pinstConf;Q18417-19630304-P570-1963-03-01-1963-03-01-0.24951;Q18417;19630304;P570;1963-03-01;1963-03-01;true;0.24951
pinstConf;Q18427-19580716-P569-1958-07-01-1958-07-01-0.33168;Q18427;19580716;P569;1958-07-01;1958-07-01;true;0.33168
pinstConf;Q18436-18510826-P569-1851-08-01-1851-08-01-0.19368;Q18436;18510826;P569;1851-08-01;1851-08-01;true;0.19368
pinstConf;Q18436-19170920-P570-1917-09-01-1917-09-01-0.22599001;Q18436;19170920;P570;1917-09-01;1917-09-01;true;0.22599001
pinstConf;Q18443-Q202660-P108-1942-01-01-1945-01-01-0.18531999;Q18443;Q202660;P108;1942-01-01;1945-01-01;true;0.18531999
pinstConf;Q18443-18750427-P569-1875-04-01-1875-04-01-0.22379;Q18443;18750427;P569;1875-04-01;1875-04-01;true;0.22379
pinstConf;Q18443-19600714-P570-1960-07-01-1960-07-01-0.18379;Q18443;19600714;P570;1960-07-01;1960-07-01;true;0.18379
pinstConf;Q18447-18571130-P569-1857-11-01-1857-11-01-0.36718;Q18447;18571130;P569;1857-11-01;1857-11-01;true;0.36718
pinstConf;Q18447-19421225-P570-1942-12-01-1942-12-01-0.16317001;Q18447;19421225;P570;1942-12-01;1942-12-01;true;0.16317001
pinstConf;Q18448-19501112-P569-1950-11-01-1950-11-01-0.37624;Q18448;19501112;P569;1950-11-01;1950-11-01;true;0.37624
pinstConf;Q18449-18840125-P569-1884-01-01-1884-01-01-0.15617;Q18449;18840125;P569;1884-01-01;1884-01-01;true;0.15617
pinstConf;Q18449-19700505-P570-1970-05-01-1970-05-01-0.18566;Q18449;19700505;P570;1970-05-01;1970-05-01;true;0.18566
pinstConf;Q18450-18751127-P569-1875-11-01-1875-11-01-0.18575;Q18450;18751127;P569;1875-11-01;1875-11-01;true;0.18575
pinstConf;Q18450-19421216-P570-1942-12-01-1942-12-01-0.16013;Q18450;19421216;P570;1942-12-01;1942-12-01;true;0.16013
pinstConf;Q18455-Q622443-P54-1996-06-01-2006-07-01-0.19062999;Q18455;Q622443;P54;1996-06-01;2006-07-01;true;0.19062999
pinstConf;Q18455-Q1368281-P54-1996-06-01-2006-07-01-0.32648;Q18455;Q1368281;P54;1996-06-01;2006-07-01;true;0.32648
pinstConf;Q18455-Q1368281-P54-1995-01-01-2007-01-01-0.34557;Q18455;Q1368281;P54;1995-01-01;2007-01-01;true;0.34557
pinstConf;Q18455-19761228-P569-1976-12-01-1976-12-01-0.25079998;Q18455;19761228;P569;1976-12-01;1976-12-01;true;0.25079998
pinstConf;Q18558-19700101-P569-1970-01-01-1970-01-01-0.14198;Q18558;19700101;P569;1970-01-01;1970-01-01;true;0.14198
pinstConf;Q18656-Q44980-P286-1986-01-01-1986-01-01-0.14474;Q18656;Q44980;P286;1986-01-01;1986-01-01;true;0.14474
pinstConf;Q18662-Q7381780-P286-2014-10-01-2014-10-01-0.30229002;Q18662;Q7381780;P286;2014-10-01;2014-10-01;true;0.30229002
pinstConf;Q18662-Q18976-P286-2014-10-01-2014-09-01-0.29529;Q18662;Q18976;P286;2014-10-01;2014-09-01;true;0.29529
pinstConf;Q18718-19741223-P569-1974-12-01-1974-12-01-0.20377;Q18718;19741223;P569;1974-12-01;1974-12-01;true;0.20377
pinstConf;Q18741-Q212914-P286-2012-07-01-2013-12-01-0.15218;Q18741;Q212914;P286;2012-07-01;2013-12-01;true;0.15218
pinstConf;Q18753-Q7156-P54-2001-01-01-2001-01-01-0.20134;Q18753;Q7156;P54;2001-01-01;2001-01-01;true;0.20134
pinstConf;Q18753-Q11979-P54-2001-01-01-2001-01-01-0.31651002;Q18753;Q11979;P54;2001-01-01;2001-01-01;true;0.31651002
pinstConf;Q18753-Q11979-P54-2006-01-01-2008-01-01-0.20555;Q18753;Q11979;P54;2006-01-01;2008-01-01;true;0.20555
pinstConf;Q18753-Q12158-P54-2001-01-01-2001-01-01-0.17591;Q18753;Q12158;P54;2001-01-01;2001-01-01;true;0.17591
pinstConf;Q18753-Q12158-P54-2006-01-01-2008-01-01-0.18261;Q18753;Q12158;P54;2006-01-01;2008-01-01;true;0.18261
pinstConf;Q18753-Q12158-P54-2005-01-01-2006-01-01-0.2887;Q18753;Q12158;P54;2005-01-01;2006-01-01;true;0.2887
pinstConf;Q18753-Q8749-P54-2001-01-01-2001-01-01-0.25489;Q18753;Q8749;P54;2001-01-01;2001-01-01;true;0.25489
pinstConf;Q18753-Q8749-P54-2006-01-01-2008-01-01-0.17898001;Q18753;Q8749;P54;2006-01-01;2008-01-01;true;0.17898001
pinstConf;Q18753-Q8749-P54-2005-01-01-2006-01-01-0.33999;Q18753;Q8749;P54;2005-01-01;2006-01-01;true;0.33999
pinstConf;Q18753-Q8749-P54-2008-01-01-2011-01-01-0.20545001;Q18753;Q8749;P54;2008-01-01;2011-01-01;true;0.20545001
pinstConf;Q18753-Q10467-P54-2001-01-01-2001-01-01-0.16013;Q18753;Q10467;P54;2001-01-01;2001-01-01;true;0.16013
pinstConf;Q18753-Q10467-P54-2006-01-01-2008-01-01-0.20927998;Q18753;Q10467;P54;2006-01-01;2008-01-01;true;0.20927998
pinstConf;Q18753-Q10467-P54-2005-01-01-2006-01-01-0.20105;Q18753;Q10467;P54;2005-01-01;2006-01-01;true;0.20105
pinstConf;Q18753-Q10467-P54-2008-01-01-2011-01-01-0.15582;Q18753;Q10467;P54;2008-01-01;2011-01-01;true;0.15582
pinstConf;Q18753-Q10467-P54-1999-01-01-2003-01-01-0.14709;Q18753;Q10467;P54;1999-01-01;2003-01-01;true;0.14709
pinstConf;Q18753-Q2346842-P54-2001-01-01-2001-01-01-0.15835;Q18753;Q2346842;P54;2001-01-01;2001-01-01;true;0.15835
pinstConf;Q18753-Q2346842-P54-2006-01-01-2008-01-01-0.26466;Q18753;Q2346842;P54;2006-01-01;2008-01-01;true;0.26466
pinstConf;Q18753-Q2346842-P54-2005-01-01-2006-01-01-0.14134;Q18753;Q2346842;P54;2005-01-01;2006-01-01;true;0.14134
pinstConf;Q18753-Q2346842-P54-2008-01-01-2011-01-01-0.18186;Q18753;Q2346842;P54;2008-01-01;2011-01-01;true;0.18186
pinstConf;Q18753-Q2346842-P54-1999-01-01-2003-01-01-0.21763;Q18753;Q2346842;P54;1999-01-01;2003-01-01;true;0.21763
pinstConf;Q18753-Q2346842-P54-1999-01-01-1999-01-01-0.17105;Q18753;Q2346842;P54;1999-01-01;1999-01-01;true;0.17105
pinstConf;Q18753-Q12217-P54-2001-01-01-2001-01-01-0.23471001;Q18753;Q12217;P54;2001-01-01;2001-01-01;true;0.23471001
pinstConf;Q18753-Q12217-P54-2006-01-01-2008-01-01-0.35922;Q18753;Q12217;P54;2006-01-01;2008-01-01;true;0.35922
pinstConf;Q18753-Q12217-P54-2005-01-01-2006-01-01-0.18371001;Q18753;Q12217;P54;2005-01-01;2006-01-01;true;0.18371001
pinstConf;Q18753-Q12217-P54-2008-01-01-2011-01-01-0.25564;Q18753;Q12217;P54;2008-01-01;2011-01-01;true;0.25564
pinstConf;Q18753-Q12217-P54-1999-01-01-2003-01-01-0.28097;Q18753;Q12217;P54;1999-01-01;2003-01-01;true;0.28097
pinstConf;Q18753-Q12217-P54-1999-01-01-1999-01-01-0.31651002;Q18753;Q12217;P54;1999-01-01;1999-01-01;true;0.31651002
pinstConf;Q18753-Q12217-P54-2003-01-01-2005-01-01-0.14293;Q18753;Q12217;P54;2003-01-01;2005-01-01;true;0.14293
pinstConf;Q18753-Q10300-P54-2001-01-01-2001-01-01-0.15715;Q18753;Q10300;P54;2001-01-01;2001-01-01;true;0.15715
pinstConf;Q18753-Q10300-P54-2006-01-01-2008-01-01-0.22028;Q18753;Q10300;P54;2006-01-01;2008-01-01;true;0.22028
pinstConf;Q18753-Q10300-P54-2005-01-01-2006-01-01-0.32905;Q18753;Q10300;P54;2005-01-01;2006-01-01;true;0.32905
pinstConf;Q18753-Q10300-P54-2008-01-01-2011-01-01-0.37357;Q18753;Q10300;P54;2008-01-01;2011-01-01;true;0.37357
pinstConf;Q18753-Q10300-P54-1999-01-01-2003-01-01-0.23996;Q18753;Q10300;P54;1999-01-01;2003-01-01;true;0.23996
pinstConf;Q18753-Q10300-P54-1999-01-01-1999-01-01-0.32535;Q18753;Q10300;P54;1999-01-01;1999-01-01;true;0.32535
pinstConf;Q18753-Q10300-P54-2003-01-01-2005-01-01-0.16368;Q18753;Q10300;P54;2003-01-01;2005-01-01;true;0.16368
pinstConf;Q18753-Q10300-P54-2011-01-01-2011-01-01-0.19188;Q18753;Q10300;P54;2011-01-01;2011-01-01;true;0.19188
pinstConf;Q18753-Q3873503-P54-2001-01-01-2001-01-01-0.32071;Q18753;Q3873503;P54;2001-01-01;2001-01-01;true;0.32071
pinstConf;Q18753-Q3873503-P54-2006-01-01-2008-01-01-0.50450003;Q18753;Q3873503;P54;2006-01-01;2008-01-01;true;0.50450003
pinstConf;Q18753-Q3873503-P54-2005-01-01-2006-01-01-0.33168;Q18753;Q3873503;P54;2005-01-01;2006-01-01;true;0.33168
pinstConf;Q18753-Q3873503-P54-2008-01-01-2011-01-01-0.25356;Q18753;Q3873503;P54;2008-01-01;2011-01-01;true;0.25356
pinstConf;Q18753-Q3873503-P54-1999-01-01-2003-01-01-0.45555001;Q18753;Q3873503;P54;1999-01-01;2003-01-01;true;0.45555001
pinstConf;Q18753-Q3873503-P54-1999-01-01-1999-01-01-0.18983;Q18753;Q3873503;P54;1999-01-01;1999-01-01;true;0.18983
pinstConf;Q18753-Q3873503-P54-2003-01-01-2005-01-01-0.38817;Q18753;Q3873503;P54;2003-01-01;2005-01-01;true;0.38817
pinstConf;Q18753-Q3873503-P54-2011-01-01-1997-01-01-0.27839;Q18753;Q3873503;P54;2011-01-01;1997-01-01;true;0.27839
pinstConf;Q18753-Q3873503-P54-1997-01-01-1997-01-01-0.30184;Q18753;Q3873503;P54;1997-01-01;1997-01-01;true;0.30184
pinstConf;Q18753-Q2310295-P54-2001-01-01-2001-01-01-0.15863;Q18753;Q2310295;P54;2001-01-01;2001-01-01;true;0.15863
pinstConf;Q18753-Q2310295-P54-2006-01-01-2008-01-01-0.19395;Q18753;Q2310295;P54;2006-01-01;2008-01-01;true;0.19395
pinstConf;Q18753-Q2310295-P54-2005-01-01-2006-01-01-0.14915;Q18753;Q2310295;P54;2005-01-01;2006-01-01;true;0.14915
pinstConf;Q18753-Q2310295-P54-2008-01-01-2011-01-01-0.16936001;Q18753;Q2310295;P54;2008-01-01;2011-01-01;true;0.16936001
pinstConf;Q18753-Q2310295-P54-1999-01-01-2003-01-01-0.14565;Q18753;Q2310295;P54;1999-01-01;2003-01-01;true;0.14565
pinstConf;Q18753-Q2310295-P54-1999-01-01-1999-01-01-0.20299001;Q18753;Q2310295;P54;1999-01-01;1999-01-01;true;0.20299001
pinstConf;Q18753-Q2310295-P54-2003-01-01-2005-01-01-0.33745998;Q18753;Q2310295;P54;2003-01-01;2005-01-01;true;0.33745998
pinstConf;Q18753-Q2310295-P54-2011-01-01-1997-01-01-0.33871;Q18753;Q2310295;P54;2011-01-01;1997-01-01;true;0.33871
pinstConf;Q18753-Q2310295-P54-1997-01-01-1999-01-01-0.17005;Q18753;Q2310295;P54;1997-01-01;1999-01-01;true;0.17005
pinstConf;Q18753-Q2310295-P54-1998-01-01-1998-01-01-0.13951;Q18753;Q2310295;P54;1998-01-01;1998-01-01;true;0.13951
pinstConf;Q18753-Q3589784-P54-2001-01-01-2001-01-01-0.21774001;Q18753;Q3589784;P54;2001-01-01;2001-01-01;true;0.21774001
pinstConf;Q18753-Q3589784-P54-2006-01-01-2008-01-01-0.18843;Q18753;Q3589784;P54;2006-01-01;2008-01-01;true;0.18843
pinstConf;Q18753-Q3589784-P54-2005-01-01-2006-01-01-0.14500001;Q18753;Q3589784;P54;2005-01-01;2006-01-01;true;0.14500001
pinstConf;Q18753-Q3589784-P54-2008-01-01-2011-01-01-0.22847;Q18753;Q3589784;P54;2008-01-01;2011-01-01;true;0.22847
